run_id,visitor_id,mode,start_node_name,start_node,depart_time,arrival_time,completed,final_state
20260610_175521_48753422,2511,car,Node5,3611512307,71306.0006008028,71873.98023675854,True,scanned
20260610_175521_48753422,2512,car,Node5,3611512307,71306.99384752504,71881.8177480617,True,scanned
20260610_175521_48753422,2513,car,Node1,46354890,71307.7094725614,71829.2040075104,True,scanned
20260610_175521_48753422,2514,car,Node1,46354890,71309.67870749757,71829.2040075104,True,scanned
20260610_175521_48753422,2515,car,Node1,46354890,71310.16681951431,71833.25478066139,True,scanned
20260610_175521_48753422,2516,car,Node5,3611512307,71311.37876941181,71881.8177480617,True,scanned
20260610_175521_48753422,2517,car,Node1,46354890,71311.45803870558,71833.25478066139,True,scanned
20260610_175521_48753422,2518,shuttle,Bus_start,46477307,71312.6018439494,73978.67421942866,True,scanned
20260610_175521_48753422,2519,car,Node1,46354890,71314.49128806146,71838.42753360355,True,scanned
20260610_175521_48753422,2520,car,Node1,46354890,71316.06528491782,71843.25478066139,True,scanned
20260610_175521_48753422,2521,car,Node1,46354890,71318.99385976589,71852.08560258395,True,scanned
